name,uri,artist,mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration
Mr. Pitiful,7GH4CmhitO7eLNLnUBtduQ,Matt Costa,happy,0.175,0.76,0.714,0.0,0.0778,-7.134,0.0274,110.007,0.774,0 days 00:02:56.173000
"Could You Be Loved - 12"" Mix",3cc66vpbbkDNgtSnWgKked,Bob Marley & The Wailers,happy,0.274,0.874,0.793,0.000219,0.123,-7.979,0.0945,102.938,0.791,0 days 00:05:25.307000
Movin' on Up,67ncFJWaIbJdqZl1bpEppz,Primal Scream,happy,0.103,0.523,0.76,0.00068,0.0666,-12.437,0.0325,94.267,0.581,0 days 00:03:48.267000
You Never Can Tell - 1964 Single Version / Mono,2LcV5dZWN47XVCVZ1dFwfQ,Chuck Berry,happy,0.72,0.573,0.837,3.24e-05,0.242,-10.224,0.0977,157.138,0.929,0 days 00:02:40.867000
Reflections,6MByWSkfqebVmpPw3pA1uR,MisterWives,happy,0.0201,0.682,0.681,0.0162,0.101,-5.435,0.0291,111.037,0.577,0 days 00:03:06.440000
You Only Live Once,4fPBB44eDH71YohayI4eKV,The Strokes,happy,0.0238,0.63,0.908,0.592,0.116,-2.42,0.0326,120.522,0.968,0 days 00:03:09.227000
It's a Beautiful Day,0mvkwaZMP2gAy2ApQLtZRv,Michael Bublé,happy,0.0559,0.532,0.795,0.0,0.295,-3.979,0.0358,143.837,0.78,0 days 00:03:19.267000
What You Know,1qfYG2JrchEyJiqKnkE7YQ,Two Door Cinema Club,happy,0.000665,0.55,0.753,7.74e-06,0.0921,-4.003,0.0407,139.048,0.841,0 days 00:03:09.693000
S.O.B.,41K81NpjapePhBdIKC3QFQ,Nathaniel Rateliff & The Night Sweats,happy,0.264,0.701,0.595,0.00421,0.449,-6.484,0.0447,109.991,0.115,0 days 00:04:07.613000
Black Or White,5YAY2D4s3o0QNOpFwEsynX,Michael Jackson,happy,0.177,0.767,0.895,0.0253,0.0683,-3.633,0.0871,114.789,0.884,0 days 00:04:16.187000
Alright,5xC8uOesnn0udeXAYlAnoY,Supergrass,happy,0.000479,0.467,0.958,0.199,0.299,-4.808,0.0775,145.92,0.701,0 days 00:03:00.880000
You Make My Dreams,0293bTPojlkLvyr8ojc74y,Daryl Hall & John Oates,happy,0.312,0.752,0.694,0.0348,0.0577,-5.385,0.062,167.263,0.869,0 days 00:03:11.480000
How Will I Know,5tdKaKLnC4SgtDZ6RlWeal,Whitney Houston,happy,0.201,0.832,0.544,0.000139,0.632,-12.697,0.0442,119.49,0.928,0 days 00:04:35.533000
Don't You Worry 'Bout A Thing,4RXZXxI9xvfVUeE7SYDPDV,Stevie Wonder,happy,0.0551,0.712,0.636,0.0,0.0868,-11.542,0.0454,124.669,0.9,0 days 00:04:44.747000
"Hakuna Matata - From ""The Lion King""/Soundtrack",5k3U0OGYBccHdKJJu3HrUN,Nathan Lane,happy,0.617,0.408,0.313,1.18e-05,0.115,-18.09,0.137,170.013,0.725,0 days 00:03:33.600000
In the Summertime (Re-Recorded),6fOXeZLwVZ1J48d3xz6JnY,Mungo Jerry,happy,0.609,0.598,0.66,0.0,0.154,-8.948,0.151,165.92,0.938,0 days 00:03:39.727000
Twistin' The Night Away,3I3W71Hi6zFnXIeGHJuauN,Sam Cooke,happy,0.164,0.535,0.678,0.0,0.0883,-7.809,0.0437,160.938,0.944,0 days 00:02:41.333000
Love Rollercoaster,6OBeM4d4RGzxcMphQVSgED,Ohio Players,happy,0.224,0.61,0.889,2.6e-05,0.0529,-6.566,0.0905,115.1,0.491,0 days 00:04:52.533000
Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,Rusted Root,happy,0.114,0.5,0.681,4.01e-05,0.139,-9.556,0.0672,119.46,0.745,0 days 00:04:23.333000
I Get Around,3mXexrmtPJ1KdWN37rYePx,The Beach Boys,happy,0.32,0.388,0.63,0.0,0.0738,-6.292,0.0453,145.931,0.774,0 days 00:02:13.760000
Ain't Too Proud To Beg,22x73BTJpIkciL7605zZ66,The Temptations,happy,0.457,0.77,0.774,0.0,0.0752,-2.709,0.0445,119.471,0.943,0 days 00:02:33.973000
Love On Top,1z6WtY7X4HQJvzxC4UgkSf,Beyoncé,happy,0.0849,0.652,0.748,0.0,0.604,-5.242,0.0887,94.1,0.652,0 days 00:04:27.413000
Beyond the Sea,2EIaO5knwUA3F2qnf9LV3S,Bobby Darin,happy,0.723,0.521,0.516,0.0,0.257,-7.456,0.0369,136.483,0.569,0 days 00:02:52.480000
Dream of Bombay,0ikd6zPPVvJefH8gN3IuKw,Viceroy,happy,0.0155,0.719,0.599,0.00896,0.0526,-5.991,0.0453,119.971,0.429,0 days 00:04:48.392000
The Twist,3ohLnESFgYACPMCkoTOzqE,Chubby Checker,happy,0.202,0.533,0.638,0.0,0.0729,-7.13,0.0341,156.663,0.937,0 days 00:02:33.760000
Tequila (Re-Recorded),4VkHBfAfYw7TexAMDRDoQq,The Champs,happy,0.14,0.377,0.988,0.658,0.0483,-1.568,0.107,88.352,0.489,0 days 00:02:15.187000
Once in a Lifetime,1Tr4K5MU5XYE44umXGDndd,Talking Heads,happy,0.0623,0.646,0.88,0.157,0.355,-7.753,0.0637,116.916,0.802,0 days 00:04:19.600000
Fly Away,5ri4zqtWhG07hIuNNDWP76,Tones And I,happy,0.217,0.806,0.513,0.0,0.217,-6.208,0.0685,124.988,0.503,0 days 00:02:58.157000
Lasting Lover,0DmAvNCAK08oCi7miSZUIY,Sigala,happy,0.197,0.676,0.786,0.0,0.0943,-4.529,0.0478,125.983,0.483,0 days 00:03:38.359000
The Best Days (feat. Tabitha),140XpWSdJ0jZEbLj9iVnPA,Sam Feldt,happy,0.0863,0.667,0.827,0.0,0.0565,-5.631,0.0368,107.95,0.573,0 days 00:02:41.944000
Anyone,31qCy5ZaophVA81wtlwLc4,Justin Bieber,happy,0.181,0.686,0.538,3.13e-06,0.113,-8.026,0.0345,115.884,0.584,0 days 00:03:10.779000
At Least I Had Fun,7jqXDgGWkV4w2ctdb2g59o,Martin Jensen,happy,0.198,0.794,0.706,0.0,0.0536,-6.066,0.0382,116.032,0.908,0 days 00:02:50.614000
Good Vibes,53kWAAfx7IopXRa31MQHB8,HRVY,happy,0.274,0.558,0.877,0.0,0.162,-3.392,0.145,99.988,0.762,0 days 00:02:50.280000
Good Vibes,53kWAAfx7IopXRa31MQHB8,HRVY,happy,0.135,0.694,0.574,0.0,0.184,-6.247,0.0281,92.033,0.471,0 days 00:02:52.711000
Love You Better,4UuGBDjt8gLXsANZqZxMBz,John De Sohn,happy,0.0931,0.733,0.786,0.0013,0.1,-7.494,0.0422,102.999,0.786,0 days 00:02:50.893000
Dancing in the Moonlight (feat. NEIMY),5ow0sNF1zSqp71Ix5jEXWU,Jubël,happy,0.27,0.659,0.617,0.0,0.187,-5.862,0.0649,119.858,0.187,0 days 00:02:44.010000
Slow Dance (feat. Ava Max) - Sam Feldt Remix,2wenGTypSYHXl1sN1pNC7X,AJ Mitchell,happy,0.114,0.732,0.85,2.02e-06,0.0388,-5.999,0.0444,124.024,0.372,0 days 00:03:13.548000
Friends,18RdChpgvaAO7GXDjLks2B,Ella Henderson,happy,0.198,0.747,0.537,1.26e-05,0.18,-5.76,0.0413,97.056,0.453,0 days 00:02:58.299000
Together,5id3Rqn7SPj1LX4FfY4nGz,Sia,happy,0.0132,0.521,0.877,0.0806,0.0929,-5.444,0.0683,180.007,0.199,0 days 00:03:25.208000
Wonder,5KCbr5ndeby4y4ggthdiAb,Shawn Mendes,happy,0.949,0.498,0.478,0.371,0.286,-10.629,0.0441,84.385,0.24,0 days 00:03:33.353000
Wonder,5KCbr5ndeby4y4ggthdiAb,Shawn Mendes,happy,0.131,0.333,0.637,1.8e-05,0.149,-4.904,0.0581,139.898,0.132,0 days 00:02:52.693000
Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,Justin Bieber,happy,0.196,0.673,0.704,0.0,0.0898,-8.056,0.36,86.919,0.372,0 days 00:03:32.093000
Get To Know You,3oiLlbBynuErymca4Dwp5H,Samantha Harvey,happy,0.0783,0.761,0.695,0.0,0.14,-4.048,0.0886,118.004,0.69,0 days 00:03:21.667000
I Found You,3wYOGJYD31sLRmBgCvWxa4,Cash Cash,happy,0.0714,0.646,0.761,0.0,0.222,-2.557,0.0385,129.916,0.472,0 days 00:02:47.308000
What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,Jonas Brothers,happy,0.00839,0.852,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,0.324,0 days 00:03:00.645000
Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,Jason Derulo,happy,0.0332,0.789,0.711,0.0,0.0876,-4.248,0.041,112.985,0.753,0 days 00:03:10.306000
Dive,0Npijoc6ZcUe1devUugKvI,Hot Shade,happy,0.785,0.498,0.295,0.817,0.103,-9.691,0.0963,77.096,0.473,0 days 00:03:12.632000
Dive,0Npijoc6ZcUe1devUugKvI,Hot Shade,happy,0.00515,0.654,0.787,0.0,0.144,-4.999,0.0502,123.978,0.409,0 days 00:02:44.490000
I Don't Know Why,0ZXdzaT1k688dkpNeEgQiV,NOTD,happy,0.124,0.499,0.898,7.2e-06,0.0832,-4.181,0.124,120.04,0.618,0 days 00:03:27.668000
Tangerine Skies,2VvHa9p1kkTmaCMq0exODA,Declan J Donovan,happy,0.0578,0.756,0.815,2e-05,0.387,-5.122,0.046,120.002,0.927,0 days 00:03:12
Drown (feat. Clinton Kane),4RVtBlHFKj51Ipvpfv5ER4,Martin Garrix,happy,0.212,0.573,0.739,0.0,0.175,-5.455,0.0581,120.077,0.363,0 days 00:02:54.062000
Bigger Than,5X73AYzzEE5Di0JwcQKt9N,Justin Jesso,happy,0.151,0.421,0.669,0.0,0.635,-4.724,0.127,175.788,0.326,0 days 00:03:28.013000
Lifestyle (feat. Adam Levine),0osvOdeD3YXZiWkT8MKolJ,Jason Derulo,happy,0.0209,0.749,0.674,0.0,0.169,-5.128,0.0366,123.055,0.711,0 days 00:02:33.865000
Little Bit Of Love - Indian Summer Remix,4WEojtwHd0MUF3sPz5ITAj,JP Cooper,happy,0.0133,0.708,0.758,1.04e-05,0.418,-4.453,0.0367,101.017,0.272,0 days 00:03:25.200000
Take Care of You,7GajHE5z66qqmzTrKVFCab,Ella Henderson,happy,0.141,0.66,0.667,5.26e-05,0.107,-6.87,0.0474,114.901,0.452,0 days 00:03:14.235000
Run,2UbVnbE5FH6008mAm6Mmgw,OneRepublic,happy,0.326,0.682,0.72,0.0,0.148,-8.173,0.0381,117.003,0.673,0 days 00:02:49.011000
Cover Me In Sunshine,6Tio0ZoDeSQnI7EBAqWer2,P!nk,happy,0.0599,0.476,0.594,0.0,0.0785,-6.879,0.135,159.702,0.314,0 days 00:02:21.050000
Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,Joel Corry,happy,0.168,0.734,0.874,1.14e-05,0.0489,-3.158,0.0662,122.953,0.905,0 days 00:02:46.028000
Lean On Me,43Hit5V2BpPq2vxvca3ysc,Sandro Cavazza,happy,0.412,0.799,0.419,0.0,0.203,-7.99,0.174,156.055,0.716,0 days 00:03:02.497000
Little Bit Of Love,0VrgIjDkmDwlgZk54Try2u,JP Cooper,happy,0.0636,0.659,0.801,0.0,0.341,-4.234,0.0435,105.991,0.334,0 days 00:03:15.452000
Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,Lady Gaga,happy,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,0.646,0 days 00:03:02.200000
2 Hearts (feat. Gia Koka),0EdgK7ASb4kfRkW8pVMN02,Sam Feldt,happy,0.264,0.503,0.754,5.85e-05,0.297,-3.634,0.0424,116.524,0.597,0 days 00:03:06.750000
Someone,68zNuCEl9UHTbcBltW2uDv,Jubël,happy,0.0531,0.7,0.904,8.03e-06,0.105,-4.03,0.0431,103.039,0.347,0 days 00:03:01.102000
Tick Tock (feat. 24kGoldn),27u7t9d7ZQoyjsCROHuZJ3,Clean Bandit,happy,0.369,0.779,0.705,7.91e-06,0.124,-3.895,0.0344,101.022,0.946,0 days 00:02:58.374000
You (with Marshmello & Vance Joy),1GkHyypTFkUf0QQKwYoXH4,benny blanco,happy,0.0493,0.668,0.563,0.0,0.119,-6.433,0.0522,103.116,0.305,0 days 00:02:49.632000
Never Seen the Rain,2grAr8pWMuLWn8ZYEE9wDV,Tones And I,happy,0.44,0.485,0.461,0.0,0.232,-5.646,0.0444,87.009,0.324,0 days 00:03:20.756000
Best Of You (feat. Elle King),4bsqIuMHtvLCzpYAyV3044,Andy Grammer,happy,0.0515,0.653,0.623,0.0,0.0869,-5.989,0.0938,175.884,0.48,0 days 00:03:05.393000
Freedom,5Gj1wG8b12VQdEd3hUuSwo,Kygo,happy,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,112.887,0.39,0 days 00:03:18.635000
Kings & Queens,76nqCfJOcFFWBJN32PAksn,Ava Max,happy,0.00775,0.638,0.688,0.0,0.126,-4.056,0.0407,129.856,0.434,0 days 00:02:42.399000
One Too Many,5NUXE8W12lWcUXgJRCjeEw,Keith Urban,happy,0.247,0.697,0.535,0.0,0.569,-6.504,0.068,82.959,0.594,0 days 00:03:23.893000
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,49dFIRQCQxPWgoH0m38XQ5,Lennon Stella,happy,0.262,0.696,0.686,0.0,0.174,-6.113,0.0309,115.982,0.7,0 days 00:02:40.289000
Be Okay (with HRVY),4ztw0mBC6VBiLV79yRHDQW,R3HAB,happy,0.0179,0.73,0.558,0.0,0.128,-6.535,0.0786,100.066,0.618,0 days 00:02:21.600000
Somebody,6pU7kdmhRvhc8twYRl14bD,Dagny,happy,0.00178,0.721,0.763,0.000238,0.0945,-4.748,0.0382,117.981,0.436,0 days 00:03:14.373000
Weekend Vibe,5c0lWlmIyCq7hzBhpZasYL,Jubël,happy,0.00912,0.688,0.742,1.37e-06,0.186,-6.363,0.0496,110.026,0.74,0 days 00:02:46.909000
Savage Love (Laxed - Siren Beat),5T490vvoFNU6psep0NPmxs,Jawsh 685,happy,0.243,0.795,0.48,0.0,0.271,-8.556,0.0688,149.919,0.723,0 days 00:02:51.375000
Dynamite,0v1x6rN6JHRapa03JElljE,BTS,happy,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737,0 days 00:03:19.054000
Dynamite,0v1x6rN6JHRapa03JElljE,BTS,happy,0.0491,0.682,0.767,0.00189,0.0768,-5.752,0.104,127.933,0.4,0 days 00:03:56.497000
Sing It With Me,60DwQiwwglVkTkTwDTTEId,JP Cooper,happy,0.0744,0.54,0.793,0.0,0.354,-4.379,0.0493,112.219,0.399,0 days 00:03:21.199000
My Head & My Heart,1KixkQVDUHggZMU9dUobgm,Ava Max,happy,0.0697,0.614,0.934,0.0,0.121,-3.709,0.07,116.001,0.436,0 days 00:02:54.760000
I'll Wait,6Q3K9gVUZRMZqZKrXovbM2,Kygo,happy,0.148,0.611,0.651,1.84e-05,0.105,-6.973,0.0587,122.983,0.357,0 days 00:03:35.361000
Be Kind,5pE4OLVJh5rjaLERbUgBB2,Zak Abel,happy,0.068,0.929,0.67,0.0,0.318,-3.977,0.0488,120.935,0.938,0 days 00:03:01.516000
On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,Thomas Rhett,happy,0.0119,0.548,0.721,0.0,0.216,-4.466,0.0472,177.918,0.594,0 days 00:02:44.683000
My Way (Steve Aoki & Aloe Blacc),0FJw1Pg9xXCxbcyQMI6GAe,Steve Aoki,happy,0.11,0.585,0.82,0.0,0.134,-4.428,0.0774,169.895,0.396,0 days 00:03:17.647000
Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,Ed Sheeran,happy,0.124,0.64,0.648,0.0,0.0802,-8.113,0.187,92.977,0.548,0 days 00:03:17.867000
Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,Galantis,happy,0.216,0.595,0.784,0.0,0.0608,-4.878,0.102,124.111,0.479,0 days 00:03:03.726000
Sweet & Sour (feat. Lauv & Tyga),3ZWhRS2EJVL5B0IEzkcvZa,Jawsh 685,happy,0.092,0.827,0.73,1.35e-05,0.258,-5.324,0.0934,95.003,0.679,0 days 00:02:43.228000
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,Jason Derulo,happy,0.105,0.738,0.85,0.0,0.23,-3.049,0.0642,98.013,0.865,0 days 00:03:12.921000
Broke Boy,3838GU9hh6VrvDi1f8jaU9,Malia Civetz,happy,0.164,0.796,0.694,0.0,0.0703,-3.979,0.234,98.005,0.847,0 days 00:02:52.569000
Who's Laughing Now,73h4oe03sZy8bXfQLfnqMv,Ava Max,happy,0.00565,0.648,0.641,3.63e-06,0.109,-5.521,0.0389,184.021,0.505,0 days 00:03:00.348000
Sixteen,4PkIDTPGedm0enzdvilLNd,Ellie Goulding,happy,0.268,0.669,0.801,0.0,0.0594,-5.445,0.136,109.919,0.541,0 days 00:03:21.072000
Glorious,7xPIlYAQvOubFllPkn8XSL,Ella Henderson,happy,0.155,0.756,0.54,0.0,0.0551,-5.456,0.125,108.274,0.642,0 days 00:03:04.800000
Body Back (feat. Maia Wright),1z1XegUChLLQfcbtIK8ABn,Gryffin,happy,0.0948,0.686,0.83,1.33e-06,0.182,-4.437,0.0369,123.032,0.486,0 days 00:03:34.634000
Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],1mMvahhW2Oz9waG8UTQnI4,Galantis,happy,0.0304,0.58,0.804,0.00359,0.105,-4.618,0.0279,126.005,0.137,0 days 00:03:35.388000
Perfect (feat. Haris),30cW9fD87IgbYFl8o0lUze,Lucas & Steve,happy,0.0955,0.751,0.657,0.0,0.0945,-4.642,0.0989,118.029,0.532,0 days 00:02:56.517000
Year of the Young,6J7U49QGecWb3WqIqfSYc0,Smith & Thell,happy,0.000817,0.611,0.88,1.01e-05,0.0598,-6.571,0.0378,144.996,0.771,0 days 00:02:44.200000
Hold On Tight,2xytFpmHqcz6UHp1sh0SoR,Aloe Blacc,happy,0.0264,0.722,0.59,0.0,0.0793,-7.512,0.0435,104.931,0.368,0 days 00:03:48.120000
YES,1nAvS4GbkxR7iISU5ZfLPf,BEN & TAN,happy,0.00658,0.563,0.583,0.0,0.102,-7.302,0.031,91.899,0.525,0 days 00:03:00.489000
Fingertips,0jh5NRR4gX9tsFMLFDhEmX,Tom Gregory,happy,0.07,0.718,0.693,0.0,0.132,-5.375,0.0252,88.026,0.691,0 days 00:02:45.430000
Keep You Mine,0OJN2A3Qyvd7pwSF0AIteC,NOTD,happy,0.267,0.81,0.788,0.000172,0.196,-3.663,0.0447,135.991,0.845,0 days 00:02:54.761000
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,24kGoldn,happy,0.151,0.721,0.745,1.24e-06,0.372,-3.508,0.0366,90.988,0.699,0 days 00:03:12.745000
Faith (with Dolly Parton) [feat. Mr. Probz],35MKhw2YBKApmD7fAnPERC,Galantis,happy,0.145,0.547,0.795,0.0,0.11,-3.721,0.0489,118.118,0.723,0 days 00:03:06.805000
All I Know So Far,4LmN3eU1R1vVEdKuDELpGk,P!nk,happy,0.0586,0.578,0.639,0.0,0.0944,-5.749,0.0374,108.045,0.296,0 days 00:04:37.413000
Let Me Move You - From the Netflix film Work It,0roOLcll6SSTYZwsQFmXqP,Sabrina Carpenter,happy,0.0112,0.624,0.628,0.0191,0.0814,-6.582,0.0408,114.556,0.772,0 days 00:02:27.071000
Higher Love,6oJ6le65B3SEqPwMRNXWjY,Kygo,happy,0.0151,0.693,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,0.404,0 days 00:03:48.267000
Higher Love,6oJ6le65B3SEqPwMRNXWjY,Kygo,happy,0.962,0.323,0.119,0.000348,0.106,-17.892,0.05,89.862,0.176,0 days 00:03:35.590000
Goliath,0z4kyKuFGmUV7WQ7gB1sAp,Smith & Thell,happy,0.000414,0.528,0.833,1.23e-06,0.068,-6.19,0.0514,127.998,0.46,0 days 00:03:24.759000
Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,happy,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,0.464,0 days 00:03:18.082000
Never Really Over,5PYQUBXc7NYeI1obMKSJK0,Katy Perry,happy,0.194,0.77,0.882,0.0,0.316,-4.792,0.0602,99.991,0.385,0 days 00:03:43.523000
Dance with Me (feat. Thomas Rhett & Young Thug),6AoHQqGnuwFk9ygWhzLRws,Diplo,happy,0.0264,0.73,0.792,0.0,0.101,-5.33,0.13,99.039,0.745,0 days 00:02:50.158000
Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,Kane Brown,happy,0.0469,0.727,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,0.322,0 days 00:03:11.406000
Put Your Records On,1fah1uAs7HeTYDlNftKr3K,Ritt Momney,happy,0.058,0.399,0.492,0.00101,0.11,-10.777,0.0538,91.066,0.159,0 days 00:03:30.463000
Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,Lizzo,happy,0.298,0.668,0.892,0.0,0.735,-3.001,0.0645,95.927,0.478,0 days 00:02:39.011000
Iko Iko (My Bestie),7MC4XR9M9amdmKQr2iDF7i,Justin Wellington,happy,0.131,0.862,0.753,2.01e-06,0.077,-5.356,0.0625,105.039,0.827,0 days 00:03:02.857000
Electric,63eV5hreY9feQP2CmYavpj,Katy Perry,happy,0.00302,0.615,0.701,0.0,0.0471,-4.257,0.0472,98.073,0.251,0 days 00:03:13.543000
Rewrite The Stars (with James Arthur & Anne-Marie),78nplE9X2ZGvQh3TKgvldE,James Arthur,happy,0.237,0.67,0.743,0.0,0.465,-4.993,0.0393,125.944,0.571,0 days 00:03:38.293000
Hold You Tonight (with Chris Lane),58jecLK0epwMLr9cy5vFUy,Gryffin,happy,0.102,0.467,0.795,0.0,0.264,-3.6,0.0687,163.837,0.472,0 days 00:03:39.354000
Higher Power,0939D7aT18uBDS2MTjWzct,Coldplay,happy,0.00711,0.507,0.828,2.44e-05,0.261,-6.023,0.0449,178.032,0.489,0 days 00:03:31.295000
What I Like About You (feat. Theresa Rex),4NSW0Km5ZG60L8FthUebPJ,Jonas Blue,happy,0.289,0.46,0.8,6.16e-06,0.121,-3.584,0.05,102.46,0.553,0 days 00:03:40.396000
What's Love Got to Do with It,3Be7CLdHZpyzsVijme39cW,Kygo,happy,0.275,0.75,0.664,0.0,0.0632,-5.908,0.154,105.023,0.617,0 days 00:03:28.156000
Ooh Girl (feat. A Boogie Wit da Hoodie),1mKNyZCNDueEASgBgZuLdA,Kris Kross Amsterdam,happy,0.139,0.726,0.781,0.0,0.274,-4.276,0.0525,104.976,0.579,0 days 00:02:48.201000
Just Friends,02Ygu8lo3qSknRpcBnspso,Virginia To Vegas,happy,0.156,0.793,0.714,0.0,0.136,-7.562,0.193,100.036,0.794,0 days 00:02:48.947000
Fake A Smile,6rAGFY9D3ah6Lb7fUgbNNH,Alan Walker,happy,0.212,0.447,0.553,0.0,0.165,-4.817,0.0322,149.877,0.252,0 days 00:02:48.118000
I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,happy,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,101.956,0.842,0 days 00:03:39.947000
Starstruck,2WJVFqVQ3ivhAoAQWzEzeL,Years & Years,happy,0.011,0.555,0.879,0.0,0.298,-2.484,0.0983,113.852,0.691,0 days 00:03:27.755000
Let It Be Me (feat. Ava Max),2F83FxNVkK6PPMHuYnwyVc,David Guetta,happy,0.128,0.743,0.529,0.0,0.181,-6.187,0.0505,102.048,0.438,0 days 00:02:52.933000
Wave of You,5Ne1q9Hv3l2NHBA3Agt8WT,Surfaces,happy,0.057,0.695,0.656,0.0,0.267,-6.038,0.0489,90.986,0.346,0 days 00:03:33.842000
Can We Pretend (feat. Cash Cash),3O0e0LHTpza0rYVDbZfQ4r,P!nk,happy,0.197,0.524,0.806,0.0,0.101,-3.447,0.406,115.172,0.45,0 days 00:03:44.360000
Hot Stuff,00ETaeHUQ6lops3oWU1Wrt,Kygo,happy,0.019,0.681,0.773,1.28e-06,0.11,-5.749,0.148,119.961,0.429,0 days 00:03:19.008000
DANCE,6TfeXwJihJRuBW3mFpib6J,CLMD,happy,0.0263,0.766,0.548,1.81e-06,0.21,-7.834,0.0373,122.012,0.552,0 days 00:02:54.448000
Jackpot (The Him Remix),6NSjdFYF2zxgQ7UvsKoRxy,Jocelyn Alice,energetic,0.021,0.624,0.864,0.000407,0.233,-5.341,0.0564,122.03,0.4,0 days 00:03:10.820000
White Tiger - Single Version,64I0PKLFEKlcvc7fEVUGq0,Izzy Bizu,energetic,0.222,0.772,0.582,8.78e-05,0.108,-5.14,0.0615,117.856,0.319,0 days 00:03:00.067000
Energy,79XrkTOfV1AqySNjVlygpW,Drake,energetic,0.38,0.747,0.571,0.0,0.534,-7.916,0.478,172.104,0.553,0 days 00:03:01.933000
Our Love,4MyyNsp3aBr0SKSKENNpDT,Nico & Vinz,energetic,0.184,0.741,0.773,0.0,0.135,-6.692,0.0804,125.007,0.383,0 days 00:03:29.797000
Running Out,2H8LPaY3NSjmOFMH2Rygnz,Matoma,energetic,0.0856,0.601,0.682,0.00384,0.132,-5.905,0.0338,94.999,0.17,0 days 00:03:31.200000
Sunshine,2lEBInNYXOrnZkXItbmAIN,Dorian,energetic,0.0494,0.693,0.693,0.0,0.744,-10.764,0.0851,136.884,0.685,0 days 00:03:46.065000
Jubel,2mpsKeLCbdXkwEpZRNi4XD,Klingande,energetic,0.185,0.698,0.476,0.238,0.0542,-7.459,0.0417,124.986,0.181,0 days 00:04:43.638000
Smoke Filled Room,4f13AaRyukUTWleyKXaRDh,Mako,energetic,0.024,0.574,0.731,0.0,0.0779,-4.582,0.0664,127.925,0.402,0 days 00:03:15.503000
Too Much to Handle,6ZqbCojBV78MFkYnyk7ZIq,Great Good Fine Ok,energetic,0.2,0.724,0.618,1.07e-05,0.0806,-4.36,0.0483,128.085,0.916,0 days 00:03:51.573000
"Revolution (feat. Faustix, Imanos & Kai)",5zG4pMcM2QILFOFL3Y3ZMf,Diplo,energetic,0.00499,0.634,0.724,0.000193,0.0732,-5.842,0.0546,148.024,0.309,0 days 00:04:23.716000
Walk on by (Sound Remedy Remix),11BPfwVbB7vok7KfjBeW4k,Noosa,energetic,0.0178,0.525,0.699,8.8e-05,0.0888,-4.571,0.0353,92.011,0.199,0 days 00:07:23.478000
Be Okay,7AonnmPTczSzmqPs32Po69,Oh Honey,energetic,0.00431,0.659,0.925,0.0,0.205,-4.567,0.0559,117.015,0.64,0 days 00:03:18.675000
Golden,5uQSMMQKcPyRt8r7YM8uwt,Parade of Lights,energetic,0.00045,0.474,0.845,0.0,0.613,-4.931,0.156,99.975,0.634,0 days 00:03:04.567000
New Americana,70FfnLougoxye4i9Z0EhB3,Halsey,energetic,0.0135,0.474,0.708,0.0,0.336,-5.098,0.0325,86.953,0.305,0 days 00:03:03.808000
All of You,37oGPPT1GLkcjByBCY05ag,Betty Who,energetic,0.00425,0.589,0.837,0.114,0.175,-4.803,0.028,127.977,0.429,0 days 00:03:58.373000
Blue Hawaii,1yujmT64VJM0k7pceaLIC8,ASTR,energetic,0.064,0.652,0.744,2.87e-05,0.342,-4.098,0.0378,123.006,0.487,0 days 00:03:44.685000
Sugar (feat. Francesco Yates),3NFuE3uDOr6QUw9UZ9HzKo,Robin Schulz,energetic,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,123.063,0.636,0 days 00:03:39.043000
