name,uri,artist,mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration
Hallways,3qamws7BSVySFUCcssQ1Th,Kupla,calm,0.781,0.753,0.471,0.89,0.243,-12.015,0.51,79.996,0.575,0 days 00:02:11.537000
Stuck,7p4PfzeVQpF0g0EnNuc7HT,Deeb,calm,0.695,0.614,0.279,0.808,0.0991,-14.6,0.046,88.968,0.498,0 days 00:02:14.831000
Gust Of Feels,6835pqXoKeYr57r1zjp4rA,Reggie Lume,calm,0.978,0.782,0.336,0.0677,0.116,-17.41,0.814,78.033,0.663,0 days 00:01:20
ashy keyboard,18rW4znR6LblkBDzKLKvD9,Robertson,calm,0.925,0.464,0.406,0.909,0.113,-7.077,0.103,149.921,0.222,0 days 00:01:48
NoMo,7LGVoBWWRSnRQ155By7MTW,[ocean jams],calm,0.0291,0.668,0.631,0.908,0.0958,-6.224,0.0909,170.07,0.231,0 days 00:02:15.529000
Plant,2CW1y32fK1n1OL3W60OORY,Kasper Lindmark,calm,0.758,0.561,0.213,0.89,0.106,-14.412,0.0455,87.989,0.123,0 days 00:01:10.916000
Mountain View - FloFilz Remix,0feyvyYsywS5CrR8XEnUbM,B dom,calm,0.123,0.65,0.413,0.809,0.109,-10.515,0.0992,169.983,0.832,0 days 00:02:07
Page 20: I Feel in Exile...,5ILeItfsaRawFcpMh56xD7,Shungu,calm,0.945,0.753,0.189,0.839,0.112,-14.082,0.359,84.987,0.66,0 days 00:02:21.176000
fiveyearsago,6B4qtjK5dvi1dof1iGmHlG,Psalm Trees,calm,0.0938,0.715,0.385,0.809,0.341,-8.719,0.0925,82.044,0.632,0 days 00:02:55.619000
"Yeah, Right",3iq3aIY486nvbKbNFokrY2,The Legends,calm,0.829,0.823,0.43,0.96,0.125,-10.613,0.0612,168.009,0.762,0 days 00:01:54
Early Bird,7EZkcQqobXfRZOjsnT8duc,Pelicano,calm,0.975,0.628,0.226,0.868,0.291,-15.684,0.0324,148.052,0.243,0 days 00:02:03.243000
Careful,21JzIbHNQOpIrsLqve9M3X,Zen Park,calm,0.196,0.643,0.329,0.00053,0.187,-12.153,0.266,84.306,0.282,0 days 00:02:07.256000
cafuné,4YrfnbrvPIhbxLWjXqvOsQ,UKDD,calm,0.838,0.742,0.445,0.936,0.11,-12.866,0.0989,160.06,0.613,0 days 00:02:03
Fig,6vVOUvrwZaidinRzrskIkT,Scarlett,calm,0.676,0.736,0.475,0.854,0.433,-15.353,0.0497,111.993,0.295,0 days 00:01:53.333000
At Peace,7fJ1v1CninD1DsfNVbs4HU,soho,calm,0.963,0.809,0.304,0.898,0.108,-12.764,0.218,79.971,0.527,0 days 00:02:00
Endless,6CkDqbpSaKHUh7lvXxpioS,Goudo J,calm,0.587,0.85,0.31,0.906,0.103,-7.152,0.115,140.038,0.677,0 days 00:02:05.203000
The Writer,4L8JbzUItzpwaFX7IZlhtT,Smartface,calm,0.881,0.865,0.338,0.83,0.368,-9.212,0.219,83.048,0.773,0 days 00:01:39.759000
Cycle,5FBXnmgANQqBqrsgBGAeCF,Dosi,calm,0.735,0.765,0.143,0.8,0.0888,-15.858,0.0576,142.056,0.147,0 days 00:03:00
Cycles,0p1pu31OB2If9FaXog6n9W,Lunchmoney,calm,0.722,0.713,0.612,0.598,0.137,-7.739,0.195,79.013,0.464,0 days 00:02:12.152000
cayenne,2w2rCYdC0WmoXLkysXcYzG,vibe academy,calm,0.659,0.742,0.474,0.945,0.573,-11.896,0.181,160.052,0.489,0 days 00:01:45
Yanagi,4rkZDZwmAKS16xvVt9dTf0,Daruma,calm,0.273,0.771,0.457,0.706,0.11,-9.74,0.0937,80.006,0.486,0 days 00:02:24
"Walk Slow,ly",0s7MNEfaW0Ra4EDt4G5oW0,Casiio,calm,0.989,0.357,0.166,0.91,0.116,-17.455,0.0368,70.886,0.48,0 days 00:01:45.393000
Flashlight,2jT4R7AMB7SrA4hXOkylYo,Made in M,calm,0.827,0.728,0.115,0.882,0.0875,-13.056,0.324,148.204,0.7,0 days 00:01:42.162000
Lo-fi Mañana en CDMX,5eF9g9AQInIgZusji4Y6e8,Palmasur,calm,0.849,0.727,0.278,0.412,0.235,-18.594,0.0458,90.631,0.668,0 days 00:02:49.491000
Floppy Dreams,30p5Rs5j4hPPs9JmO6wHTc,SP-Mato,calm,0.676,0.703,0.477,0.245,0.13,-11.37,0.0401,140.068,0.428,0 days 00:01:22.295000
Monkey Business,4Iet2sxhiKiwAsqq5sCqL7,Manamera,calm,0.117,0.621,0.352,0.822,0.111,-11.973,0.0637,135.548,0.273,0 days 00:02:39.419000
Effervescent,4pPL6ISxDI4k40xj2vN9Zh,Toonorth,calm,0.563,0.81,0.143,0.92,0.113,-11.052,0.137,167.921,0.442,0 days 00:02:17.143000
Like A Bird,3OTcXmVsChQzflumr0BtK8,Platinum Dust,calm,0.449,0.643,0.318,0.785,0.595,-11.364,0.253,79.095,0.591,0 days 00:02:13.291000
Idle of Mud,0UO9de8BcAh1XvNkUBg7O1,Hollow Sol,calm,0.943,0.691,0.413,0.969,0.101,-6.618,0.0884,82.073,0.915,0 days 00:01:15.141000
Picea,1goVlikdWNJpouH8P62eUC,Hast,calm,0.868,0.772,0.325,0.884,0.085,-8.221,0.147,86.008,0.373,0 days 00:03:32.167000
bad habits,1EWzf6q0R4K0RKe6TaViqw,Kuranes,calm,0.871,0.391,0.117,0.412,0.111,-18.288,0.0528,81.143,0.358,0 days 00:01:46.667000
Tarde en Píllaro,6cE2oNZL6nw49kEMY9Tb5A,Muerto A Puntapiés,calm,0.476,0.717,0.108,0.127,0.0923,-21.876,0.0328,86.005,0.463,0 days 00:01:52.196000
Teide,3LSRb1SzxO2p0QifomVpzo,Made in M,calm,0.644,0.639,0.188,0.243,0.147,-13.937,0.241,81.995,0.383,0 days 00:02:08.781000
Crust,3KsS9NkC5ZlPAIWpGoL5Sx,Flying Lotus,calm,0.576,0.676,0.408,0.867,0.201,-7.937,0.0811,106.515,0.226,0 days 00:02:13.520000
Window,7aAyGTu1BnlzcRhBSloiOK,Murmur,calm,0.945,0.516,0.185,0.945,0.111,-12.656,0.0406,112.481,0.174,0 days 00:02:11.200000
Feng Shui,2ML0jzajePjIglKltU0rrp,Inf,calm,0.295,0.823,0.488,0.531,0.0621,-9.302,0.232,88.005,0.137,0 days 00:02:08.294000
Trippin,3ZlkH9iXwzuicNCfHkGi6p,Manamera,calm,0.711,0.8,0.235,0.833,0.147,-12.056,0.334,150.078,0.431,0 days 00:02:08.530000
Lost Sight,6k5vU6ZpYLoH1eyMrTVmTH,Elaquent,calm,0.557,0.583,0.634,0.901,0.149,-9.878,0.125,85.646,0.679,0 days 00:02:58.953000
On Peets,5mlEqWvEuNHuIPPKtRxd3w,Sidual.,calm,0.788,0.518,0.442,0.904,0.181,-9.441,0.251,81.987,0.521,0 days 00:01:58.279000
Llamar La Atención,3ze6hcj856RzYZM6MrHWdc,Jiony,calm,0.671,0.862,0.269,0.704,0.11,-13.162,0.252,154.044,0.252,0 days 00:02:21.813000
Pico,2FbsTN9G2FaPR3VathE4Hr,Flughand,calm,0.624,0.79,0.0984,0.784,0.117,-13.783,0.207,83.19,0.811,0 days 00:01:36.227000
Survivors,1CNLGKbPPRdmGOgEuCioOR,Flying Lotus,calm,0.13,0.571,0.601,0.813,0.109,-7.802,0.0646,152.017,0.0369,0 days 00:01:17.133000
While You Doooo,2y26A8ntk24DSH0cXe8zpB,Teebs,calm,0.268,0.829,0.9,0.689,0.131,-6.575,0.238,93.764,0.684,0 days 00:01:31.011000
Cafe y Té,2DvU4WFADIqoGkvXgVQCqB,slider beats,calm,0.789,0.719,0.198,0.812,0.374,-12.174,0.0811,147.992,0.587,0 days 00:02:03.243000
Lowlands,1qVp6f89ewJz9Pid2MxBBH,Alina Hardin,calm,0.973,0.421,0.192,0.000111,0.0948,-11.996,0.0315,140.963,0.256,0 days 00:04:36.120000
Ghettos Worldwide,1RmlB5FlFYWQkP8BrveswR,digitalluc,calm,0.153,0.607,0.672,0.0533,0.289,-7.732,0.102,87.999,0.248,0 days 00:02:53.128000
Autumn Antique,2g8ofV4Nb7t0STDmtQHUqn,Teebs,calm,0.00936,0.756,0.821,0.654,0.186,-8.838,0.106,88.845,0.384,0 days 00:01:58.021000
You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,flora cash,calm,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,0 days 00:03:38.883000
You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,flora cash,calm,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,0 days 00:03:38.883000
Wicked Game - Acoustic,3Gb3RPg5FT3cCn0q1oizZp,Boy & Bear,calm,0.584,0.565,0.298,0.000246,0.118,-9.932,0.0263,110.247,0.192,0 days 00:04:12.253000
exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,calm,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,0.152,0 days 00:04:45.634000
exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,calm,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,0.152,0 days 00:04:45.634000
Calico,7EWwiyBXMaLzoSXwWZkYyU,Haux,calm,0.929,0.353,0.239,0.589,0.0681,-16.256,0.036,106.79,0.299,0 days 00:03:51
The Worst Of You,06rX4GEEjsVTSbRBWycs2U,PJ Harding,calm,0.791,0.555,0.35,6.64e-06,0.11,-10.955,0.0503,77.772,0.404,0 days 00:03:29.813000
Friday I’m In Love - Recorded at Spotify Studios NYC,07vS8obfeZbr8H4MgQfXR7,Phoebe Bridgers,calm,0.948,0.373,0.123,0.0,0.0816,-15.193,0.0407,97.129,0.138,0 days 00:03:40.813000
Take Me Home (feat. Nadia Reid),4DNyKoJBdTpLnA3ryWL7Qh,The Paper Kites,calm,0.924,0.3,0.184,0.0318,0.113,-17.753,0.0364,154.241,0.23,0 days 00:04:54.063000
Down,6wpdCYRRzFtBT7HzdEqgK9,Jack Curley,calm,0.691,0.64,0.442,0.0,0.0883,-9.025,0.0501,80.013,0.277,0 days 00:03:04.985000
Wolves,59hfgU3tsQ0zKpSX7toiwn,Azure Ryder,calm,0.88,0.584,0.214,2.52e-05,0.103,-9.323,0.0418,95.822,0.41,0 days 00:02:43.821000
Evermore,0ZSLQqw4B8NnCOLSqjpT80,Hollow Coves,calm,0.592,0.409,0.482,0.00448,0.078,-9.917,0.0269,78.987,0.335,0 days 00:03:43.847000
re: Stacks - Spotify Singles,6X6fJzF0BGbUk6mhqNvgZZ,Noah Cyrus,calm,0.837,0.561,0.299,0.000143,0.357,-11.392,0.0315,123.92,0.107,0 days 00:05:09.360000
IDK You Yet,47EWMOElkkbMp5m9SBkx7d,Alexander 23,calm,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,76.994,0.191,0 days 00:03:04.638000
IDK You Yet,47EWMOElkkbMp5m9SBkx7d,Alexander 23,calm,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,76.994,0.191,0 days 00:03:04.638000
dark until september.,7n5LJO27QLW54MmCU8ok2e,will hyde,calm,0.639,0.754,0.448,7.03e-05,0.315,-9.52,0.0385,120.115,0.191,0 days 00:03:27.680000
Heroes,6BSnTXlsNB6I7x9WSJi9y6,Vera Blue,calm,0.869,0.36,0.23,0.0,0.104,-6.947,0.0335,122.071,0.286,0 days 00:03:28.448000
Okay,25NjUjptKOeu1k6O4YdyUm,Tulliah,calm,0.844,0.241,0.269,0.0,0.101,-9.865,0.0302,93.361,0.284,0 days 00:04:13.373000
Soul Mate,2xo3D4eKXs19ISgTcICbua,flora cash,calm,0.768,0.429,0.371,0.00181,0.119,-11.803,0.0351,129.842,0.305,0 days 00:03:57.781000
Homecoming Queen,28grzRrS5csyaI4uK98IX0,Thelma Plum,calm,0.689,0.469,0.425,0.000324,0.0697,-6.879,0.037,191.536,0.156,0 days 00:03:51.667000
I Don't Need Anything But My Love,0CHud82a2uwfmsBAitedCZ,Tom Young,calm,0.884,0.459,0.179,8.78e-05,0.226,-13.664,0.0343,79.964,0.229,0 days 00:02:54
Low,7dCzzPIL8xvR0NPYp1secc,Alexander Biggs,calm,0.337,0.693,0.523,0.038,0.359,-9.552,0.034,84.988,0.446,0 days 00:02:49.827000
For All You Give (feat. Lucy Rose),0vL6Dt7L7k9srca6XxtjBM,The Paper Kites,calm,0.956,0.498,0.142,0.00275,0.109,-17.141,0.0385,138.84,0.353,0 days 00:03:11.235000
It's Easier When You're Standing There,07aBRXxWCJDgCcwJvd2VLy,Garrett Kato,calm,0.823,0.407,0.311,0.00351,0.136,-12.197,0.0284,80.314,0.265,0 days 00:03:47.078000
evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP,Taylor Swift,calm,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,0 days 00:05:04.107000
The Night We Met (feat. Phoebe Bridgers),0jZO7p0nBUi9VHedWUBS9l,Lord Huron,calm,0.962,0.424,0.437,0.336,0.664,-8.588,0.0355,174.127,0.131,0 days 00:03:28.173000
Latchkey,1pQ9MWG0yUS51uU0pJfBZL,Memorial,calm,0.908,0.57,0.33,9.04e-05,0.121,-12.915,0.0296,155.809,0.637,0 days 00:02:51.560000
Karaoke,5e6sklOXEsNqSrEPDR1T3Z,Hazlett,calm,0.572,0.544,0.467,0.00074,0.0819,-10.583,0.0414,96.187,0.264,0 days 00:03:20
Two Strong Hearts,31Y9yVkcT70JjKs3A2eR36,Ainslie Wills,calm,0.96,0.566,0.158,1.05e-05,0.104,-11.211,0.0312,97.51,0.292,0 days 00:03:06.635000
With You,0Bq1REhXXSEvKwH91K3nWc,Harrison Storm,calm,0.858,0.533,0.367,0.00803,0.0836,-11.208,0.0521,73.946,0.29,0 days 00:03:36.596000
Breathe It In,4ldpTCx47OfKJSoz1Y8pef,Garrett Kato,calm,0.628,0.579,0.573,0.0,0.126,-10.018,0.0451,144.097,0.368,0 days 00:03:15.680000
"always, i'll care",1LdS1ULS9e18oW3M2C1MUj,Jeremy Zucker,calm,0.918,0.784,0.278,0.000196,0.112,-10.745,0.041,105.034,0.741,0 days 00:02:26.147000
Talk To Me,0SfMScKuKDOtDl9VNm64nv,Lilly Carron,calm,0.648,0.33,0.338,0.0,0.36,-7.778,0.0289,134.173,0.0919,0 days 00:02:50.224000
Last Line,531Ja3DY2r2Auhk10OseCM,Dustin Tebbutt,calm,0.83,0.447,0.34,0.0184,0.109,-12.344,0.0298,87.87,0.262,0 days 00:04:52.296000
You Don't Lie,6xN2yS7wTE2e96QhzdcE3m,BEXY,calm,0.776,0.507,0.0977,1.34e-05,0.121,-17.933,0.0346,114.309,0.174,0 days 00:03:41.217000
Carry You,6csk7RGrFhxbi6hPwQImPf,The Teskey Brothers,calm,0.487,0.462,0.448,2.51e-05,0.133,-6.093,0.0268,163.218,0.446,0 days 00:04:32.640000
Garden Song,1LTWcRVy9o96Zzn29wXLsa,Phoebe Bridgers,calm,0.868,0.371,0.256,0.00507,0.112,-16.7,0.227,195.674,0.171,0 days 00:03:40.065000
Butterflies,3aufVGeeYQHSq5coMrYFEd,Aodhan,calm,0.826,0.602,0.139,0.000155,0.116,-15.653,0.037,62.033,0.179,0 days 00:02:55.356000
Tayrona (feat. Wilsen),2Sxt4EK2LAElVzvMl6POvI,Mt. Wolf,calm,0.575,0.368,0.602,0.0548,0.0994,-7.076,0.0325,171.974,0.111,0 days 00:03:19.635000
Mid Sentence,5z78SPUoa0zZcb1uWbwPMH,Xavier Dunn,calm,0.818,0.462,0.108,0.0,0.16,-14.654,0.0638,77.972,0.419,0 days 00:03:04.342000
Laundromat,2o9DXPraX3X5Z1vZNAL1Q6,Alexander Biggs,calm,0.805,0.565,0.3,2.78e-05,0.144,-11.663,0.0323,139.939,0.377,0 days 00:03:51.299000
Lady Blue,1Tqhq3ZF1FCoUiS10Cgxzt,Emily Wurramara,calm,0.847,0.706,0.282,0.0,0.0904,-10.548,0.0469,87.064,0.689,0 days 00:02:51.147000
Pictures,3cKpZzvOX84w0SGxi4eCXA,Ásgeir,calm,0.862,0.534,0.348,0.00322,0.103,-11.901,0.0276,143.84,0.232,0 days 00:03:58.347000
Lay By Me,4l6boTiX3Erh3HYpKOa0D6,Ruben,calm,0.873,0.461,0.195,0.0,0.11,-7.301,0.0352,110.193,0.381,0 days 00:02:50.831000
Do You Love Me Lately?,03ZQhvP0UXQvUhGxlGqOSq,Emily Keener,calm,0.866,0.605,0.205,0.000116,0.144,-15.486,0.0347,115.955,0.0889,0 days 00:03:56.409000
Freedom Fighter,6UYf5YatAsTd1198EwnU6e,#1 Dads,calm,0.547,0.63,0.556,0.000751,0.0989,-7.206,0.0397,169.995,0.344,0 days 00:04:30.627000
Flags,1CV6EB87upvFxfxJzFyL5T,SYML,calm,0.479,0.592,0.401,3.42e-05,0.128,-12.386,0.0328,136.476,0.194,0 days 00:03:29.511000
Light Years,6BXwjlZvAOh5B8yy1kbpwV,William Fitzsimmons,calm,0.962,0.532,0.146,0.206,0.115,-16.49,0.0346,134.891,0.23,0 days 00:03:22.107000
Thousand (feat. Lisa Hannigan),12VVXFEYxro5C61KyWee9C,Rosie Carney,calm,0.943,0.676,0.198,0.0132,0.104,-13.91,0.0333,118.004,0.125,0 days 00:03:26.440000
Wading In Waist-High Water,1u8PeiYinEIxqWGXcxSgrI,Fleet Foxes,calm,0.908,0.392,0.102,0.013,0.111,-15.273,0.0308,128.253,0.118,0 days 00:02:15.013000
Monsters,3PEFIZR2rbENyadO5n690Z,Hazlett,calm,0.358,0.616,0.482,2.24e-05,0.0794,-10.257,0.0345,120.023,0.138,0 days 00:04:36.196000
Candy Eyes,3wsFy2qbDtWRuAqzfu86hd,HOKO,calm,0.867,0.319,0.337,7.95e-05,0.103,-11.85,0.0301,50.92,0.0746,0 days 00:02:50.600000
Madeleine,7CTVIpoQqwCki0Lprz0ez6,Alexander Biggs,calm,0.664,0.642,0.332,8.28e-05,0.0847,-11.23,0.0348,130.153,0.325,0 days 00:03:00
Walk Above the City (feat. Maro),3GbfeAIMz63lXalcGO4FFi,The Paper Kites,calm,0.864,0.683,0.246,0.527,0.109,-17.599,0.0271,99.016,0.291,0 days 00:04:00.171000
Paint,4vXlDcmTeOtibVCX8X5DjJ,Lawson Hull,calm,0.333,0.646,0.52,0.293,0.109,-8.709,0.0317,110.976,0.301,0 days 00:04:41.333000
Sorry I'm Gone (feat. Emily Reid),5n7qpik8TgQGGNYBsAktkr,Kyle Lionhart,calm,0.709,0.574,0.326,9.96e-05,0.111,-11.284,0.0301,147.921,0.563,0 days 00:03:47.413000
Far Too Good,1WUHeOPayLKPMG35uBJVUj,John Smith,calm,0.83,0.825,0.324,9.49e-05,0.115,-11.399,0.032,97.019,0.553,0 days 00:03:39.333000
captain's dance with the devil,5S7rqoAt14NRdZxfVNFtNf,Cody Simpson,calm,0.659,0.617,0.532,0.000262,0.109,-12.23,0.056,97.911,0.485,0 days 00:02:26.160000
Stones,70FflLYjKkQ2J1AHlEu64C,Ok Moon,calm,0.623,0.368,0.606,0.175,0.125,-10.748,0.0567,180.006,0.316,0 days 00:03:27.375000
Brains [HOME DEMO],31SygSVth7nrtAeiMCETPH,deryk,calm,0.917,0.532,0.154,2.16e-05,0.329,-12.897,0.0402,154.807,0.192,0 days 00:02:59.497000
"oh, mexico",4YwGqn5HGXVAOEPauLc9MJ,Jeremy Zucker,calm,0.892,0.613,0.36,0.293,0.381,-12.49,0.062,77.983,0.445,0 days 00:03:04.453000
White Water,3D2jsYmtwlnK4kQLXHPUb5,Dustin Tebbutt,calm,0.832,0.586,0.254,0.00846,0.105,-15.151,0.0339,108.008,0.0733,0 days 00:03:54
Wristwatch,7JOD18T9PdxSSOhuxPt1N6,Husky,calm,0.356,0.508,0.44,0.829,0.103,-8.975,0.0429,169.489,0.416,0 days 00:03:59.436000
I Was In Heaven,35ohvaGJBqNoDo24H65yGj,Chelsea Cutler,calm,0.775,0.443,0.295,9.51e-06,0.163,-10.541,0.0279,79.393,0.186,0 days 00:04:15.280000
Holding on to You,05hZle1qjV2Hu10Y85fhbv,Garrett Kato,calm,0.389,0.683,0.461,0.000642,0.125,-9.901,0.0321,121.057,0.487,0 days 00:03:33.520000
Easy Tiger,2IbzYGcve6P1QV94UFxtik,Billy Raffoul,calm,0.836,0.593,0.451,0.0,0.0813,-9.166,0.0367,78.009,0.589,0 days 00:03:16.067000
when i look at you.,2Hf4lbVibsJo6u6cFAxwdQ,Rosie Carney,calm,0.696,0.545,0.246,0.00463,0.136,-11.65,0.0302,110.1,0.0986,0 days 00:03:52.800000
Falling Down,68GFPHr5LtadnQ8wOtramJ,Harrison Storm,calm,0.422,0.379,0.544,0.0,0.0953,-7.428,0.0364,129.941,0.411,0 days 00:03:45.801000
Soon,3izeCMlmVjsqXIBFsviH5S,Angie McMahon,calm,0.673,0.522,0.138,6.1e-06,0.111,-12.233,0.0328,49.725,0.111,0 days 00:03:43
Coastline,0Ma3HnDcmCSbjv3uu3aIPO,Hollow Coves,calm,0.613,0.667,0.494,0.00248,0.0589,-11.286,0.0283,100.111,0.411,0 days 00:03:53.964000
Coastline,0Ma3HnDcmCSbjv3uu3aIPO,Hollow Coves,calm,0.0376,0.763,0.857,1.2e-05,0.158,-5.271,0.0844,107.978,0.318,0 days 00:03:14.444000
Civilized,3T9IA0EvjCZ4Ifs6oCH7MV,Voyageur,calm,0.548,0.396,0.436,0.0816,0.0888,-11.28,0.0268,90.953,0.0967,0 days 00:03:25.453000
San Luis,7gDNQLV9cr8449LFrQbk5J,Gregory Alan Isakov,calm,0.86,0.567,0.434,0.257,0.115,-12.755,0.0349,82.459,0.254,0 days 00:04:32.347000
Crater on the Moon,4t6CSU0uY8Z6bi32Ml78Vg,Ok Moon,calm,0.76,0.589,0.37,0.0473,0.113,-10.611,0.0324,87.993,0.328,0 days 00:04:10.586000
beside you,1Fhb9iJPufNMZSwupsXiRe,keshi,calm,0.459,0.711,0.747,0.0,0.0957,-6.335,0.0523,136.0,0.852,0 days 00:02:46.023000
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,Chloe George,calm,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,0 days 00:02:17.250000
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,Chloe George,calm,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,0 days 00:02:17.250000
Same Old Things,7GkaWpr47yaDWq0Zi0bwB5,xoisaac,calm,0.478,0.555,0.352,1.18e-06,0.121,-7.904,0.108,160.171,0.348,0 days 00:02:48.004000
Life's A Mess II (with Clever & Post Malone),4O3RwH1TFG1EjPezLIYehI,Juice WRLD,calm,0.806,0.53,0.37,0.0,0.112,-9.989,0.0279,140.061,0.701,0 days 00:03:26.734000
o shit!,0RQpg3Q0QOxp6gqDpE8uWH,lentra,calm,0.875,0.829,0.631,0.0123,0.109,-7.876,0.106,106.863,0.792,0 days 00:02:16.822000
change ur mind,58Mh6zmqSo9IvysPAXnG0h,Sarcastic Sounds,calm,0.78,0.627,0.575,0.0,0.336,-7.38,0.232,78.546,0.494,0 days 00:03:03.451000
Unlearn (with Gracie Abrams),6GH4tLwGW6HliKbZBdt6hD,benny blanco,calm,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,0.189,0 days 00:02:35.361000
Unlearn (with Gracie Abrams),6GH4tLwGW6HliKbZBdt6hD,benny blanco,calm,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,0.189,0 days 00:02:35.361000
we were driving,6CUlNInxaxJK8PP5OBNQxx,omgkirby,calm,0.947,0.528,0.473,0.0177,0.15,-11.117,0.11,78.981,0.273,0 days 00:01:52.405000
Perfect,5cCI6CLvt9VuKDIWUr9vA7,LA WOMEN,calm,0.138,0.768,0.545,0.0,0.134,-8.678,0.0443,130.03,0.389,0 days 00:03:07.638000
Shoulda Coulda,16gwQCz3zlj6u9NOMDB9wI,Budjerah,calm,0.815,0.559,0.477,6.12e-06,0.138,-7.872,0.0387,84.963,0.341,0 days 00:02:56.060000
bad ones,6CYT0souHUHKTO4EMzTUFg,Tate McRae,calm,0.305,0.692,0.431,1.39e-05,0.132,-11.884,0.0335,138.925,0.327,0 days 00:03:03.133000
Open Up,4UDVrGYUdqaJ8o3yL1snpV,Muroki,calm,0.492,0.823,0.303,0.0613,0.0723,-9.936,0.0701,138.014,0.885,0 days 00:03:51.064000
Kids feat. KYLE,2hNBhYGXQbq9KHYvK2itFY,Benny Sings,calm,0.384,0.965,0.286,0.0,0.178,-11.418,0.0535,119.973,0.807,0 days 00:03:17.493000
Don't Need,1oV2pJWc2mCEjcVQjD49Rn,Somber Hills,calm,0.0703,0.786,0.6,0.0,0.37,-7.281,0.0536,124.104,0.421,0 days 00:02:45.539000
Mulholland Drive,1WTduCc7ipWoHg0i2Tztng,Kaelin Kost,calm,0.141,0.639,0.445,6.23e-06,0.127,-8.309,0.0434,130.08,0.18,0 days 00:03:17.952000
Dream No More (feat. Ruel & Genesis Owusu),0slVzyDCYPANhtDTpzBgLZ,Billy Davis,calm,0.519,0.362,0.534,1.02e-06,0.332,-8.38,0.0468,94.742,0.547,0 days 00:03:27.158000
not alone,4muWNZ5n69p9tnjTfDz7GO,mehro,calm,0.142,0.63,0.835,0.00418,0.326,-5.089,0.0323,125.979,0.93,0 days 00:02:34.481000
On Repeat (feat. Cigarettes After Sex & Lexi Jayde),76y9kdLOsF0g2uMpQKdJk7,Goody Grace,calm,0.485,0.522,0.446,0.00475,0.185,-10.018,0.0265,95.75,0.51,0 days 00:03:30.053000
carpool,6fAfv4dn8FbcIsXhU0Jed7,Zachary Knowles,calm,0.457,0.565,0.612,4.89e-05,0.0823,-9.167,0.163,171.876,0.522,0 days 00:02:44.665000
Things,1KUT4Khz1iPXXF8pzJDsHT,Charlie Houston,calm,0.812,0.837,0.283,0.00222,0.104,-6.886,0.0637,89.97,0.791,0 days 00:03:19.559000
Oscar Nominated,2lbneLXRIBup57TVfxx3zD,James Droll,calm,0.204,0.502,0.501,1.72e-05,0.163,-8.288,0.0421,127.939,0.298,0 days 00:03:24.076000
slower,1bd4heB3yXc5iFTPoOMPuo,Tate McRae,calm,0.595,0.589,0.364,0.0,0.334,-8.079,0.0419,104.991,0.21,0 days 00:03:07.629000
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,calm,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,0 days 00:03:47.186000
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,calm,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,0 days 00:03:47.186000
I'll Be Home Soon,72xzw4sk7CcgYIyQsj0pxn,Shoffy,calm,0.579,0.824,0.356,3.68e-06,0.134,-9.299,0.063,89.98,0.583,0 days 00:02:11.500000
If I Get To Meet You,14rNxRzrnsyqDZ8PRfV1k3,BENEE,calm,0.494,0.679,0.682,0.0558,0.0786,-7.096,0.0627,157.064,0.799,0 days 00:03:02.336000
I’m Not Going Back (feat. Mokita),5zqDpOXBAtD4j3Z7puVqbC,Kina,calm,0.641,0.496,0.496,0.0014,0.114,-9.186,0.0318,139.946,0.263,0 days 00:02:37.714000
Still Friends,4QgKXgcqA5AbArVH5WfmlP,Forrest Nolan,calm,0.872,0.678,0.251,0.0,0.105,-11.108,0.161,79.076,0.817,0 days 00:02:11.487000
the way that you see me (feat. Ayleen Valentine),5O6QAX1oI4iktfXP8HAmgi,Powfu,calm,0.708,0.548,0.341,0.0,0.121,-11.667,0.397,71.573,0.34,0 days 00:03:02.417000
